awk -F"\t" '$1!=""&&$2!=""&&$3!=""' cgd_gene_names.tab | awk '{print $2 "\t" $9}'
C7_03770C_A	YAF9	CAWG_05707|orf19.5501|C7_03770C_B|C7_03770C|IPF13882.1|Contig4-2718_0011|orf6.4349|CA2443|CaJ7.0432|CaJ7_0432|CaO19_5501|CaO19.5501	ORF|Verified	Ca22chr7A_C_albicans_SC5314	837775	837011	C	CAL0000173992	CAL0006773	Subunit of the NuA4 histone acetyltransferase complex; transcript regulated by Mig1; possibly an essential gene, disruptants not obtained by UAU1 method	2014-06-24	2016-01-21				N	YAF9
CR_10410C_A		CAWG_02300|orf19.7618|CR_10410C_B|CR_10410C|IPF630.1|Contig4-3108_0080|orf6.8966|CA6016|CaO19.7618|IPF630	ORF|Uncharacterized	Ca22chrRA_C_albicans_SC5314	2218817	2217987	C	CAL0000173996		Putative nucleolar protein with a predicted role in pre-18S rRNA processing; Plc1p-regulated; Spider biofilm induced	2014-06-24	2016-01-21				N	PNO1
C6_03170C_A	MDR1	CAWG_05053|orf19.5604|C6_03170C_B|C6_03170C|orf19.13047|BENR|BMR1|Contig4-1827_0002|BEN|IPF21587.1|IPF16346.2|orf6.5068|CA2968|BEN1|CaO19.13047|CaO19.5604	ORF|Verified	Ca22chr6A_C_albicans_SC5314	668077	666383	C	CAL0000173998		Plasma membrane MDR/MFS multidrug efflux pump; methotrexate is preferred substrate; overexpression in drug-resistant clinical isolates confers fluconazole resistance; repressed in young biofilms; rat catheter biofilm induced	2014-06-24	2016-01-21				N	FLR1
C6_03630W_A	PAD1	CAWG_05007|orf19.5731|C6_03630W_B|C6_03630W|orf19.13153|IPF21475.1|IPF10783.2|Contig4-3044_0010|orf6.4910|CA2846|CaO19.13153|CaO19.5731	ORF|Uncharacterized	Ca22chr6A_C_albicans_SC5314	771818	772507	W	CAL0000174002		Putative phenylacrylic acid decarboxylase; repressed by Rgt1p	2014-06-24	2016-01-21				N	PAD1
C4_00810C_A		CAWG_03700|orf19.4160|C4_00810C_B|C4_00810C|orf19.11636|IPF23091.1|IPF16082.2|Contig4-2312_0001|orf6.2624|CA1227|QRI7|CaO19.4160|CaO19.11636|IPF16082	ORF|Uncharacterized	Ca22chr4A_C_albicans_SC5314	145490	144138	C	CAL0000174004		Ortholog(s) have serine-type endopeptidase activity, role in mitochondrial tRNA threonylcarbamoyladenosine modification, tRNA threonylcarbamoyladenosine modification and mitochondrion localization	2014-06-24	2014-06-24				N	QRI7
C7_01960W_A		CAWG_05547|orf19.6525|C7_01960W_B|C7_01960W|orf19.13878|IPF20552.1|IPF4567.2|Contig4-3089_0049|Contig4-3089_0050|orf6.7635|CA4953|CaJ7.0223|IPF4567.3f|IPF4567.3	ORF|Uncharacterized	Ca22chr7A_C_albicans_SC5314	419928	421982	W	CAL0000174006		S. cerevisiae ortholog Inp1 is a peripheral membrane protein of peroxisomes involved in peroxisomal inheritance; induced by Mnl1 under weak acid stress	2014-06-24	2016-01-21				N	INP1
C5_00750C_A		CAWG_04468|orf19.577|C5_00750C_B|C5_00750C|orf19.8208|IPF26695.1|IPF7353.2|Contig4-2857_0007|orf6.4727|CA2716|CaO19.577|CaO19.8208|IPF7353	ORF|Uncharacterized	Ca22chr5A_C_albicans_SC5314	178124	176142	C	CAL0000174014		Predicted protein tyrosine phosphatase; rat catheter biofilm induced	2014-06-24	2014-06-24				N	YDL057W
C1_09850C_A		CAWG_00446|orf19.4850|C1_09850C_B|C1_09850C|orf19.12313|IPF22396.1|IPF7726.2|Contig4-2920_0017|Contig4-3078_0001|orf6.7361|CA4735|CaO19.4850|CaO19.12313|IPF7726	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	2157804	2155954	C	CAL0000174016		Ortholog(s) have cytosol, nucleus localization	2014-06-24	2016-01-21				N	CUB1
C2_08600W_A	GTR1	CAWG_05944|orf19.3617|C2_08600W_B|C2_08600W|orf19.11100|IPF23676.1|IPF5189.2|Contig4-2008_0006|Contig4-2227_0011|orf6.3287|CA1677|CaO19.3617|CaO19.11100	ORF|Uncharacterized	Ca22chr2A_C_albicans_SC5314	1749986	1751044	W	CAL0000174018		Putative GTP-binding protein; transcript is upregulated in clinical isolates from HIV+ patients with oral candidiasis; (see Locus History Note for Assembly 19 correction)	2014-06-24	2016-01-21				N	GTR1
C1_02200C_A		CAWG_01163|orf19.3677|C1_02200C_B|C1_02200C|orf19.11161|IPF23607.1|IPF9205.2|Contig4-2775_0011|orf6.6488|CA4046|CaO19.11161|ATG5|CaO19.3677|IPF9205	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	460130	459294	C	CAL0000174020		Ortholog(s) have Atg8 ligase activity, enzyme activator activity and role in C-terminal protein lipidation, CVT pathway, late nucleophagy, macroautophagy, mitophagy, piecemeal microautophagy of nucleus	2014-06-24	2016-01-21				N	ATG5
C1_07240W_A	YPD1	CAWG_00692|orf19.4443|C1_07240W_B|C1_07240W|orf19.11923|orf6.7256|IPF22818.1|IPF3095.1|Contig4-2907_0011|CA4656|CaO19.4443|CaO19.11923|IPF3095	ORF|Verified	Ca22chr1A_C_albicans_SC5314	1553508	1554062	W	CAL0000174022		Phosphohistidine intermediate protein in a phosphorelay signal transduction pathway; residue His69 is the phosphoacceptor histidine; predicted to be soluble and cytosolic; functional homolog of S. cerevisiae Ypd1p	2014-06-24	2016-01-21				N	YPD1
C6_00540W_A		CAWG_05304|orf19.4206|C6_00540W_B|C6_00540W|orf19.11682|IPF23059.1|IPF7838.1|Contig4-2854_0012|orf6.5015|CA2929|CaO19.11682|MUS81|CaO19.4206|IPF7838	ORF|Uncharacterized	Ca22chr6A_C_albicans_SC5314	98512	100356	W	CAL0000174024		Ortholog(s) have crossover junction endodeoxyribonuclease activity, enzyme inhibitor activity	2014-06-24	2016-01-21				N	MUS81
C1_00530C_A		CAWG_01320|orf19.6055|C1_00530C_B|C1_00530C|orf19.13476|IPF21013.1|IPF1427.1|Contig4-3053_0030|orf6.7599|CA4915|BUL3|CaO19.13476|CaO19.6055|IPF1427	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	84558	82117	C	CAL0000174026		Ortholog of C. dubliniensis CD36 : Cd36_00460, C. parapsilosis CDC317 : CPAR2_800010, Candida tenuis NRRL Y-1498 : CANTEDRAFT_125085 and Debaryomyces hansenii CBS767 : DEHA2D09086g	2014-06-24	2016-01-21				N	
C1_10500W_A		CAWG_00383|orf19.993|C1_10500W_B|C1_10500W|orf19.8608|IPF26298.1|IPF20135.1|Contig4-2932_0019|orf6.5805|CA3523|DOP98|CaO19.993|CaO19.8608|IPF20135	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	2323932	2324456	W	CAL0000174029		Protein of unknown function; rat catheter biofilm repressed	2014-06-24	2016-01-21				N	
C3_01400W_A	END3	CAWG_02472|orf19.1711|C3_01400W_B|C3_01400W|orf19.9278|IPF25635.1|IPF15676.2|orf6.3116|CA1556|CaO19.9278|CaO19.1711	ORF|Uncharacterized	Ca22chr3A_C_albicans_SC5314	301408	302595	W	CAL0000174035		Regulated by Gcn4p; induced in response to amino acid starvation (3-aminotriazole treatment)	2014-06-24	2016-06-22				N	END3
C5_01490C_A		CAWG_04536|orf19.4144|C5_01490C_B|C5_01490C|orf19.11620|IPF9825.2|IPF19173.1|Contig4-2911_0005|orf6.5235|orf6.719|CA3089|CaO19.4144|IPF9825	ORF|Uncharacterized	Ca22chr5A_C_albicans_SC5314	332797	330986	C	CAL0000174037		Predicted protein kinase; clade-associated gene expression	2014-06-24	2014-06-24				N	MCP2
C4_03410W_A		CAWG_03467|orf19.3367|C4_03410W_B|C4_03410W|orf19.10875|IPF10399.1|IPF16677.2|Contig4-2386_0001|orf6.2578|orf6.2893|CA1198|MRPL22|CaO19.3367|IPF10399	ORF|Uncharacterized	Ca22chr4A_C_albicans_SC5314	712320	713195	W	CAL0000174039		Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization	2014-06-24	2016-01-21				N	MRPL22
C1_02150W_A	GAL10	CAWG_01168|orf19.3672|C1_02150W_B|C1_02150W|orf19.11156|IPF23585.1|IPF5294.2|Contig4-3059_0020|orf6.6483|CA4041|CaO19.3672|CaO19.11156	ORF|Verified	Ca22chr1A_C_albicans_SC5314	452164	454191	W	CAL0000174041		UDP-glucose 4-epimerase; galactose utilization; mutant has cell wall defects and increased filamentation; GlcNAc-, fluconazole- and ketoconazole-induced; stationary phase enriched protein; rat catheter and flow model biofilm induced	2014-06-24	2016-01-21				N	GAL10
CR_01960C_A	MRS2	CAWG_01542|orf19.2597|CR_01960C_B|CR_01960C|orf19.10128|IPF24752.1|IPF2765.2|Contig4-2821_0007|orf6.4101|CA2271|CaO19.10128|CaO19.2597	ORF|Uncharacterized	Ca22chrRA_C_albicans_SC5314	429932	428526	C	CAL0000174046		Putative magnesium ion transporter, mitochondrial; fungal-specific (no human or murine homolog)	2014-06-24	2016-01-21				N	MRS2
C2_00490W_A		CAWG_03829|orf19.2078|C2_00490W_B|C2_00490W|orf19.9625|IPF25237.1|IPF1194.2|Contig4-3072_0031|orf6.7477|CA4819|APM2|CaO19.2078|CaO19.9625|IPF1194	ORF|Uncharacterized	Ca22chr2A_C_albicans_SC5314	75586	77595	W	CAL0000174052		Ortholog(s) have role in Golgi to vacuole transport and AP-1 adaptor complex, nucleus localization	2014-06-24	2014-06-24				N	APM2
CR_10470C_A		CAWG_02305|orf19.7624|CR_10470C_B|CR_10470C|IPF621.1|Contig4-3108_0091|orf6.8972|CA6021|CaO19.7624|BFR2	ORF|Uncharacterized	Ca22chrRA_C_albicans_SC5314	2228901	2227306	C	CAL0000174056		Ortholog(s) have role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and 90S preribosome, nucleolus, small-subunit processome localization	2014-06-24	2016-01-21				N	BFR2
C2_08790W_A	JEM1	CAWG_05962|orf19.3592|C2_08790W_B|C2_08790W|orf19.11074|IPF19182.2|IPF13100.1|Contig4-2320_0006|orf6.2050|CA0872|CaO19.3592|IPF13100	ORF|Verified	Ca22chr2A_C_albicans_SC5314	1785847	1787757	W	CAL0000174058		Functional homolog of S. cerevisiae Jem1p, which acts with Scj1p and Kar2p (BiP) in protein folding and ER-associated degradation of misfolded proteins, and also has a role in karyogamy; has J domain and 4 tetratricopeptide repeats	2014-06-24	2016-01-21				N	JEM1
C1_10330C_A		CAWG_00400|orf19.4904|C1_10330C_B|C1_10330C|orf19.12369|IPF22430.1|IPF8861.2|Contig4-2762_0009|orf6.1619|CA0593|CaO19.4904|ARP6|CaO19.12369	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	2284648	2283308	C	CAL0000174064		Ortholog(s) have nucleosome binding activity, role in chromatin silencing at telomere, histone exchange and Swr1 complex, cytosol, nuclear chromosome, telomeric region, nuclear periphery localization	2014-06-24	2016-01-21				N	ARP6
C1_08320W_A	TKL1	CAWG_00593|orf19.5112|C1_08320W_B|C1_08320W|orf19.12578|TKT1|IPF22123.1|IPF13260.2|Contig4-2451_0003|orf6.6338|CA3924|CaO19.12578|CaO19.5112	ORF|Verified	Ca22chr1A_C_albicans_SC5314	1826586	1828619	W	CAL0000174068	CAL0006738	Putative transketolase; localizes to surface of yeast cells, not hyphae; soluble protein in hyphae; transcript regulated by Nrg1, Mig1, and Tup1; antigenic in human or murine infection; possibly essential (by UAU1 method)	2014-06-24	2016-01-21				N	TKL1
C6_01370W_A		CAWG_05227|orf19.3447|C6_01370W_B|C6_01370W|orf19.10951|IPF18703.2|IPF5328.2|Contig4-2814_0003|orf6.2793|orf6.6458|CA4017|CaO19.3447|PBN1	ORF|Uncharacterized	Ca22chr6A_C_albicans_SC5314	274059	275504	W	CAL0000174087		Ortholog(s) have mannosyltransferase activity and role in ER-associated ubiquitin-dependent protein catabolic process, GPI anchor biosynthetic process, protein processing	2014-06-24	2016-01-21				N	PBN1
C6_01290C_A	QDR3	CAWG_05237|orf19.136|C6_01290C_B|C6_01290C|orf19.7780|IPF16599.3|IPF7020.2|Contig4-2900_0029|orf6.3478|orf6.459|CA1816|CaO19.136|IPF7020	ORF|Verified	Ca22chr6A_C_albicans_SC5314	250051	247958	C	CAL0000174097		Predicted membrane transporter, member of the drug:proton antiporter (12 spanner) (DHA1) family, major facilitator superfamily (MFS); Hap43p-repressed gene	2014-06-24	2016-01-21				N	QDR3
C3_01800C_A		CAWG_02511|orf19.1666|C3_01800C_B|C3_01800C|orf19.9235|IPF25623.1|IPF6310.1|Contig4-3069_0012|orf6.5741|CA3470|CaO19.1666|CaO19.9235|IPF6310	ORF|Uncharacterized	Ca22chr3A_C_albicans_SC5314	396632	395037	C	CAL0000174101		Ortholog of Dig2, a MAP kinase-responsive inhibitor of Ste12; regulates mating-specific genes and invasive growth in S. cerevisiae; induced by alpha pheromone in SpiderM medium	2014-06-24	2016-06-22				N	DIG2
C1_10880W_A		CAWG_00345|orf19.2330|C1_10880W_B|C1_10880W|orf19.9866|IPF24986.1|IPF13361.2|orf6.5578|YOR205C|CA3342|CaO19.9866|UTP6|CaO19.2330|IPF13361	ORF|Verified	Ca22chr1A_C_albicans_SC5314	2407718	2409013	W	CAL0000174108		Putative U3 snoRNA-associated protein; Hap43-induced; transposon mutation affects filamentous growth; repressed by prostaglandins	2014-06-24	2016-01-21				N	UTP6
C4_06540W_A	MNN4	CAWG_03174|orf19.2881|C4_06540W_B|C4_06540W|orf19.10399|orf6.4390|IPF16016.2|IPF28958.1|Contig4-2084_0003|orf6.296|CA2477|CaO19.2881|IPF16016	ORF|Verified	Ca22chr4A_C_albicans_SC5314	1457328	1460318	W	CAL0000174110		Regulator of mannosylphosphorylation of N-linked mannans to cell wall proteins; no role in virulence or normal interaction with macrophages; mutant induces inflammatory cytokines in dendritic cells; rat catheter and Spider biofilm induced	2014-06-24	2016-01-21				N	
CR_02670C_A		CAWG_01606|orf19.2826|CR_02670C_B|CR_02670C|orf19.10344|IPF24489.1|IPF10967.2|Contig4-2642_0003|orf6.1900|CA0769|CaO19.10344|CaO19.2826|IPF10967	ORF|Uncharacterized	Ca22chrRA_C_albicans_SC5314	614518	613118	C	CAL0000174114		Ortholog of C. dubliniensis CD36 : Cd36_27680, C. parapsilosis CDC317 : CPAR2_801140, Candida tenuis NRRL Y-1498 : CANTEDRAFT_129982 and Debaryomyces hansenii CBS767 : DEHA2E09526g	2014-06-24	2016-01-21				N	
C7_03120W_A	TIM54	CAWG_05645|orf19.5143|C7_03120W_B|C7_03120W|orf19.12608|IPF8130.2|IPF19344.2|orf6.312|orf6.5955|CA3631|CaJ7.0359|CaJ7_0359|CaO19_5143|CaO19.5143	ORF|Uncharacterized	Ca22chr7A_C_albicans_SC5314	676794	677996	W	CAL0000174120		Predicted component of the mitochondrial TIM22 complex; involved in protein import into mitochondrial inner membrane; Spider biofilm repressed	2014-06-24	2016-01-21				N	TIM54
C7_02320W_A	SEC1	CAWG_05581|orf19.6479|C7_02320W_B|C7_02320W|orf19.13833|IPF20545.1|IPF6609.1|Contig4-2536_0003|orf6.3715|CA1996|CaJ7.0271|CaO19_6479|CaJ7_0271|CaO19.6479|CaO19.13833	ORF|Uncharacterized	Ca22chr7A_C_albicans_SC5314	502656	504995	W	CAL0000174130		Ortholog(s) have SNARE binding activity and role in positive regulation of vesicle fusion, vesicle docking involved in exocytosis	2014-06-24	2016-01-21				N	SEC1
C7_02760W_A		CAWG_05610|orf19.5190|C7_02760W_B|C7_02760W|orf19.12657|IPF22082.1|IPF17727.1|Contig4-1794_0007|Contig4-2965_0002|Contig4-3084_0003|orf6.3501|CA1832|CaJ7.0312|CaO19.12657|CaO19.5190|IPF17727	ORF|Dubious	Ca22chr7A_C_albicans_SC5314	590345	590770	W	CAL0000174138		Ortholog of Candida albicans WO-1 : CAWG_05610	2014-06-24	2016-01-21				N	
C7_03780C_A		CAWG_05708|orf19.7204|C7_03780C_B|C7_03780C|IPF2130.2|Contig4-3097_0059|orf6.8104|CA5330|CaJ7.0433|CaJ7_0433|CaO19_7204|NPD1|CaO19.7204|IPF2130	ORF|Uncharacterized	Ca22chr7A_C_albicans_SC5314	839559	838198	C	CAL0000174146		Ortholog(s) have glyoxysome localization	2014-06-24	2016-01-21				N	YJR149W
C3_06260C_A		orf19.7406|C3_06260C_B|C3_06260C|IPF2649.1|Contig4-3029_0002|orf6.8566|CA5706|SEC20|CaO19.7406|IPF2649	ORF|Uncharacterized	Ca22chr3A_C_albicans_SC5314	1427921	1425861	C	CAL0000174148		Ortholog of C. dubliniensis CD36 : Cd36_86220, C. parapsilosis CDC317 : CPAR2_404490, Candida tenuis NRRL Y-1498 : CANTEDRAFT_94473 and Debaryomyces hansenii CBS767 : DEHA2D01804g	2014-06-24	2016-06-22				N	
C1_14340C_A	RIM101	CAWG_00020|orf19.7247|C1_14340C_B|C1_14340C|orf6.8147|HRM101|PRR2|IPF822.2|Contig4-3014_0032|CA5367|CaO19.7247	ORF|Verified	Ca22chr1A_C_albicans_SC5314	3160450	3158465	C	CAL0000174156		Transcription factor; alkaline pH response; required for alkaline-induced hyphal growth; role in virulence in mice; activated by C-terminal proteolytic cleavage; mediates both positive and negative regulation; Spider biofilm induced	2014-06-24	2016-01-21				N	RIM101
C2_00260C_A	MUQ1	CAWG_03806|orf19.2107|C2_00260C_B|C2_00260C|orf19.9655|IPF25279.1|IPF10634.2|Contig4-1856_0005|orf6.4754|CA2739|CaO19.2107|CaO19.9655	ORF|Uncharacterized	Ca22chr2A_C_albicans_SC5314	34845	33671	C	CAL0000174160		Putative choline phosphate cytidylyltransferase/phosphoethanolamine cytidylyltransferase; repressed in hyphae compared vs yeast; Hap43-repressed; flow model biofilm induced; Spider biofilm repressed	2014-06-24	2014-06-24				N	ECT1
C1_08870C_A	JIP5	CAWG_00539|orf19.4746|C1_08870C_B|C1_08870C|orf19.12208|IPF14019|IPF14019.1|IPF13928.2|orf6.3658|orf6.4016|CA1950|CaO19.4746	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	1930622	1928994	C	CAL0000174164		Ortholog of S. cerevisiae Jip5; predicted role in biogenesis of the large ribosomal subunit; repressed in core stress response; Hap43-induced gene	2014-06-24	2016-01-21				N	JIP5
C6_02240C_A	RPL10A	CAWG_05143|orf19.3465|C6_02240C_B|C6_02240C|orf19.10969|IPF23796.1|IPF13114.1|RPL1B|Contig4-2623_0008|orf6.3768|CA2031|CaO19.10969|RPL1|CaO19.3465	ORF|Uncharacterized	Ca22chr6A_C_albicans_SC5314	465907	465254	C	CAL0000174170		Predicted ribosomal protein; downregulated upon phagocytosis by murine macrophages; Hap43-induced; Spider biofilm repressed	2014-06-24	2016-01-21				N	RPL1A
C1_12080W_A	LCB4	CAWG_00234|orf19.5257|C1_12080W_B|C1_12080W|orf19.12722|IPF21943.1|IPF2037.1|Contig4-2701_0001|orf6.7685|CA4991|CaO19.12722|CaO19.5257	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	2641810	2643402	W	CAL0000174172		Putative sphingosine kinase; Tac1p-regulated expression; rat catheter biofilm induced	2014-06-24	2016-01-21				N	LCB4
C4_04120C_A		CAWG_03400|orf19.5297|C4_04120C_B|C4_04120C|orf19.12756|IPF21837.1|IPF19753.1|Contig4-2961_0028|Contig4-2961_0029|orf6.3937|CA2159|TFB1|CaO19.12756|CaO19.5297|IPF19753	ORF|Uncharacterized	Ca22chr4A_C_albicans_SC5314	882536	880641	C	CAL0000174174		Ortholog(s) have phosphatidylinositol-3-phosphate binding, phosphatidylinositol-5-phosphate binding activity	2014-06-24	2016-01-21				N	TFB1
C6_01280W_A	EXO84	CAWG_05238|orf19.135|C6_01280W_B|C6_01280W|orf19.7779|IPF18738.2|IPF7021.2|Contig4-2900_0003|orf6.2599|orf6.3479|CA1817|CaO19.135|IPF7021	ORF|Verified	Ca22chr6A_C_albicans_SC5314	245451	247826	W	CAL0000174176		Predicted subunit of the exocyst complex, involved in exocytosis; localizes to a crescent on the surface of the hyphal tip	2014-06-24	2016-01-21				N	EXO84
C2_10250C_A	SET2	CAWG_06096|orf19.1755|C2_10250C_B|C2_10250C|orf19.9324|IPF25548.1|IPF6862.2|Contig4-2851_0005|Contig4-2851_0006|orf6.4094|CA2264|CaO19.1755|CaO19.9324	ORF|Uncharacterized	Ca22chr2A_C_albicans_SC5314	2111715	2109181	C	CAL0000174178		Ortholog(s) have histone methyltransferase activity (H3-K36 specific) activity	2014-06-24	2016-01-21				N	SET2
